,loss,accuracy,val_loss,val_accuracy
0,2.1150753498077393,0.2041138857603073,1.8612459897994995,0.24583269655704498
1,1.7630994319915771,0.28170162439346313,1.7447357177734375,0.2832237482070923
2,1.6647322177886963,0.31231361627578735,1.6788965463638306,0.30435335636138916
3,1.5988322496414185,0.3338516056537628,1.6677029132843018,0.3083040118217468
4,1.5532158613204956,0.3512604236602783,1.6734803915023804,0.30988427996635437
5,1.5152851343154907,0.36229705810546875,1.6292670965194702,0.32403019070625305
6,1.4891630411148071,0.3759080469608307,1.6035516262054443,0.3289493918418884
7,1.4575817584991455,0.3841663897037506,1.6036185026168823,0.32912778854370117
8,1.4366801977157593,0.3943618834018707,1.6464866399765015,0.32632410526275635
9,1.419708251953125,0.3974205255508423,1.6145808696746826,0.3345057964324951
10,1.3989298343658447,0.4080493450164795,1.5958131551742554,0.3389661908149719
11,1.3839988708496094,0.41177070140838623,1.6698768138885498,0.3218127191066742
12,1.3608933687210083,0.41982513666152954,1.6144049167633057,0.3434520959854126
13,1.3504375219345093,0.42163485288619995,1.6464225053787231,0.3349390923976898
14,1.3342068195343018,0.4304794371128082,1.608896255493164,0.3448539674282074
15,1.320363998413086,0.4338184595108032,1.6841720342636108,0.327547550201416
16,1.3093453645706177,0.4397828280925751,1.6183828115463257,0.3401896357536316
17,1.3020800352096558,0.442892462015152,1.6539000272750854,0.3344038426876068
18,1.2880330085754395,0.4508194625377655,1.651472568511963,0.3384564518928528
19,1.2781319618225098,0.45224684476852417,1.7219430208206177,0.31467604637145996
